id	educ	disability	AgeVariable	Gender	ScanPminute	Store	Weeks	AgeCAT	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	Training	ScanPminuteTime2
470	12	1	26	1	17	2	27	3	0	0	1	0	0	0	0	0	0	0	0	17.5
471	15	1	23	1	14	1	45	2	0	1	0	0	0	0	0	0	0	0	0	
472	15	0	23	1	20.1	2	12	2	0	1	0	0	0	0	0	0	0	0	0	20.6
473	12	0	52	2	22	1	65	8	0	0	0	0	0	0	0	1	0	0	0	22.5
474	12	0	21	2	22	2	23	2	0	1	0	0	0	0	0	0	0	0	0	22.5
209	8	0	56	2	19	2	67	9	0	0	0	0	0	0	0	0	1	0	1	19.5
210	15	1	40	1	18	1	67	6	0	0	0	0	0	1	0	0	0	0	1	22.5
211	15	1	39	1	17	1	45	5	0	0	0	0	1	0	0	0	0	0	1	20.6
212	15	1	24	1	18	2	7	2	0	1	0	0	0	0	0	0	0	0	1	18.5
213	8	1	44	1	14	2	20	6	0	0	0	0	0	1	0	0	0	0	1	22.5
214	12	1	21	2	15	1	32	2	0	1	0	0	0	0	0	0	0	0	1	16.5
215	12	1	21	2	22	2	34	2	0	1	0	0	0	0	0	0	0	0	1	22.5
216	15	0	25	1	18	1	20	3	0	0	1	0	0	0	0	0	0	0	1	18.5
217	16	0	40	1	22	1	49	6	0	0	0	0	0	1	0	0	0	0	1	22.5
218	15	0	25	1	16	1	2	3	0	0	1	0	0	0	0	0	0	0	1	16.5
219	12	0	27	1	15	2	12	3	0	0	1	0	0	0	0	0	0	0	1	20.5
220	12	0	26	1	17	1	20	3	0	0	1	0	0	0	0	0	0	0	1	17.5
221	12	0	42	2	28	1	103	6	0	0	0	0	0	1	0	0	0	0	1	28.5
222	15	0	54	2	22	2	97	8	0	0	0	0	0	0	0	1	0	0	1	22.5
223	8	0	47	2	14	1	20	7	0	0	0	0	0	0	1	0	0	0	1	22.5
224	12	0	55	2	15	1	98	9	0	0	0	0	0	0	0	0	1	0	1	22.5
225	15	0	22	2	22	1	15	2	0	1	0	0	0	0	0	0	0	0	1	22.5
226	16	0	25	2	21	2	20	3	0	0	1	0	0	0	0	0	0	0	1	21.5
227	12	0	24	2	16	2	15	2	0	1	0	0	0	0	0	0	0	0	1	22.5
228	15	0	26	2	21	1	49	3	0	0	1	0	0	0	0	0	0	0	1	21.5
229	12	0	49	2	17	2	67	7	0	0	0	0	0	0	1	0	0	0	1	21.5
230	15	1	56	1	12	2	6	9	0	0	0	0	0	0	0	0	1	0	1	27
231	16	0	25	1	19.5	2	49	3	0	0	1	0	0	0	0	0	0	0	1	20
232	19	0	26	1	10	1	3	3	0	0	1	0	0	0	0	0	0	0	1	27
233	15	0	26	1	18	2	14	3	0	0	1	0	0	0	0	0	0	0	1	20.6
234	15	0	29	1	17	2	45	3	0	0	1	0	0	0	0	0	0	0	1	17.5
235	19	0	27	1	16	1	1	3	0	0	1	0	0	0	0	0	0	0	1	16.5
236	8	0	18	2	17	2	20	1	1	0	0	0	0	0	0	0	0	0	1	17.5
237	12	0	17	2	12	1	5	1	1	0	0	0	0	0	0	0	0	0	1	12.5
238	12	0	17	2	7	2	1	1	1	0	0	0	0	0	0	0	0	0	1	26
239	12	0	18	2	16	2	7	1	1	0	0	0	0	0	0	0	0	0	1	16.5
240	16	0	28	2	22	1	67	3	0	0	1	0	0	0	0	0	0	0	1	22.5
241	8	0	53	2	18	1	89	8	0	0	0	0	0	0	0	1	0	0	1	22.5
242	12	0	22	2	18	2	20	2	0	1	0	0	0	0	0	0	0	0	1	22.5
243	12	0	21	2	17	1	98	2	0	1	0	0	0	0	0	0	0	0	1	22.5
244	8	0	18	2	17	2	97	1	1	0	0	0	0	0	0	0	0	0	1	27.5
245	12	0	17	2	13	2	45	1	1	0	0	0	0	0	0	0	0	0	1	13.5
246	12	0	22	2	22	1	67	2	0	1	0	0	0	0	0	0	0	0	1	22.5
247	12	0	21	2	22	2	20	2	0	1	0	0	0	0	0	0	0	0	1	22.5
248	12	0	17	2	10	2	2	1	1	0	0	0	0	0	0	0	0	0	1	
249	12	0	18	2	16	1	12	1	1	0	0	0	0	0	0	0	0	0	1	16.5
250	15	0	23	2	22	1	65	2	0	1	0	0	0	0	0	0	0	0	1	22.5
251	12	0	21	2	22	1	67	2	0	1	0	0	0	0	0	0	0	0	1	22.5
252	12	1	20	1	7	1	1	2	0	1	0	0	0	0	0	0	0	0	1	28
253	8	1	47	2	18	1	67	7	0	0	0	0	0	0	1	0	0	0	1	18.5
254	18	0	26	1	17	2	7	3	0	0	1	0	0	0	0	0	0	0	1	17.5
255	12	0	57	1	22	2	20	9	0	0	0	0	0	0	0	0	1	0	1	22.5
256	19	0	42	1	12	1	13	6	0	0	0	0	0	1	0	0	0	0	1	12.5
257	19	0	38	1	17	2	3	5	0	0	0	0	1	0	0	0	0	0	1	17.5
258	8	0	20	1	21	1	5	2	0	1	0	0	0	0	0	0	0	0	1	21.5
259	12	0	20	2	19.5	1	12	2	0	1	0	0	0	0	0	0	0	0	1	20
260	12	0	20	2	18	2	45	2	0	1	0	0	0	0	0	0	0	0	1	
261	12	0	20	2	16	2	20	2	0	1	0	0	0	0	0	0	0	0	1	16.5
262	12	0	21	2	22	2	49	2	0	1	0	0	0	0	0	0	0	0	1	22.5
263	12	0	21	2	18	1	15	2	0	1	0	0	0	0	0	0	0	0	1	22.5
264	12	0	21	2	14	2	67	2	0	1	0	0	0	0	0	0	0	0	1	22.5
265	12	0	20	2	17	1	27	2	0	1	0	0	0	0	0	0	0	0	1	17.5
266	16	0	26	2	22	1	23	3	0	0	1	0	0	0	0	0	0	0	1	22.5
267	12	0	20	2	14	1	23	2	0	1	0	0	0	0	0	0	0	0	1	27.5
268	12	1	53	1	20.1	1	14	8	0	0	0	0	0	0	0	1	0	0	1	20.6
269	15	0	23	1	16	2	3	2	0	1	0	0	0	0	0	0	0	0	1	16.5
270	15	0	42	1	32	2	89	6	0	0	0	0	0	1	0	0	0	0	1	32.5
271	15	0	26	1	17	2	45	3	0	0	1	0	0	0	0	0	0	0	1	17.5
272	18	0	25	1	19.5	1	7	3	0	0	1	0	0	0	0	0	0	0	1	20
273	12	0	50	1	18	1	7	8	0	0	0	0	0	0	0	1	0	0	1	18.5
274	16	0	25	1	18	2	27	3	0	0	1	0	0	0	0	0	0	0	1	18.5
275	12	0	27	1	16	1	3	3	0	0	1	0	0	0	0	0	0	0	1	20.6
276	16	0	24	1	17	1	12	2	0	1	0	0	0	0	0	0	0	0	1	17.5
277	16	0	24	2	16	1	67	2	0	1	0	0	0	0	0	0	0	0	1	22.5
278	8	0	46	2	15	2	97	7	0	0	0	0	0	0	1	0	0	0	1	22.5
279	12	0	20	2	20	2	49	2	0	1	0	0	0	0	0	0	0	0	1	20.5
280	12	0	20	2	20.1	2	3	2	0	1	0	0	0	0	0	0	0	0	1	20.6
281	8	1	44	1	14	1	97	6	0	0	0	0	0	1	0	0	0	0	1	23.5
282	14	1	26	1	19	1	45	3	0	0	1	0	0	0	0	0	0	0	1	19.5
283	19	0	26	1	15	1	45	3	0	0	1	0	0	0	0	0	0	0	1	20
284	19	0	28	1	17	1	27	3	0	0	1	0	0	0	0	0	0	0	1	17.5
285	8	0	59	1	19	1	12	9	0	0	0	0	0	0	0	0	1	0	1	19.5
286	15	0	31	1	16	2	45	4	0	0	0	1	0	0	0	0	0	0	1	21.5
287	16	0	25	1	16	1	2	3	0	0	1	0	0	0	0	0	0	0	1	16.5
288	15	0	35	1	19	2	14	5	0	0	0	0	1	0	0	0	0	0	1	19.5
289	17	0	25	1	19	2	27	3	0	0	1	0	0	0	0	0	0	0	1	19.5
290	18	0	35	1	17	2	27	5	0	0	0	0	1	0	0	0	0	0	1	28
291	12	0	55	1	19.5	1	3	9	0	0	0	0	0	0	0	0	1	0	1	20
292	14	0	26	1	19.5	2	12	3	0	0	1	0	0	0	0	0	0	0	1	20
293	15	0	24	1	16	2	3	2	0	1	0	0	0	0	0	0	0	0	1	16.5
294	12	0	21	1	21	2	7	2	0	1	0	0	0	0	0	0	0	0	1	21.5
295	8	0	57	1	21	1	12	9	0	0	0	0	0	0	0	0	1	0	1	21.5
296	12	0	25	1	17	2	45	3	0	0	1	0	0	0	0	0	0	0	1	17.5
297	12	0	47	2	22	2	15	7	0	0	0	0	0	0	1	0	0	0	1	22.5
298	12	0	23	2	22	1	23	2	0	1	0	0	0	0	0	0	0	0	1	22.5
299	15	0	24	2	22	2	23	2	0	1	0	0	0	0	0	0	0	0	1	22.5
300	16	1	29	1	14	1	2	3	0	0	1	0	0	0	0	0	0	0	1	14.5
301	12	1	21	1	20	2	45	2	0	1	0	0	0	0	0	0	0	0	1	20.5
302	8	1	50	1	19	1	49	8	0	0	0	0	0	0	0	1	0	0	1	19.5
303	12	1	52	1	15	1	49	8	0	0	0	0	0	0	0	1	0	0	1	27.5
304	15	1	44	2	22	1	89	6	0	0	0	0	0	1	0	0	0	0	1	22.5
305	12	0	48	1	22	1	3	7	0	0	0	0	0	0	1	0	0	0	1	22.5
306	15	0	23	1	17	2	45	2	0	1	0	0	0	0	0	0	0	0	1	27
307	16	0	44	1	22.7	2	49	6	0	0	0	0	0	1	0	0	0	0	1	23.2
308	15	0	27	1	21	1	97	3	0	0	1	0	0	0	0	0	0	0	1	21.5
309	15	0	25	1	17	1	45	3	0	0	1	0	0	0	0	0	0	0	1	25
310	16	0	25	1	17	1	7	3	0	0	1	0	0	0	0	0	0	0	1	26
311	12	0	38	2	22	1	49	5	0	0	0	0	1	0	0	0	0	0	1	22.5
312	12	0	26	2	22	2	67	3	0	0	1	0	0	0	0	0	0	0	1	22.5
313	12	0	20	2	21	2	45	2	0	1	0	0	0	0	0	0	0	0	1	21.5
314	12	0	23	2	22	2	67	2	0	1	0	0	0	0	0	0	0	0	1	22.5
315	12	0	20	2	16	1	27	2	0	1	0	0	0	0	0	0	0	0	1	27
316	15	1	30	1	27	2	23	4	0	0	0	1	0	0	0	0	0	0	1	27.5
317	12	1	20	1	16	1	45	2	0	1	0	0	0	0	0	0	0	0	1	16.5
318	16	0	28	1	18	2	12	3	0	0	1	0	0	0	0	0	0	0	1	18.5
319	15	0	23	1	16	1	98	2	0	1	0	0	0	0	0	0	0	0	1	27.5
320	12	0	53	1	17	1	97	8	0	0	0	0	0	0	0	1	0	0	1	17.5
321	12	0	36	2	22	2	67	5	0	0	0	0	1	0	0	0	0	0	1	22.5
322	12	0	51	2	22	2	67	8	0	0	0	0	0	0	0	1	0	0	1	
323	15	0	22	2	22	2	67	2	0	1	0	0	0	0	0	0	0	0	1	22.5
324	12	0	23	2	22	1	49	2	0	1	0	0	0	0	0	0	0	0	1	22.5
325	8	0	55	2	22	1	32	9	0	0	0	0	0	0	0	0	1	0	1	22.5
326	8	1	31	1	18	1	45	4	0	0	0	1	0	0	0	0	0	0	1	18.5
327	12	1	24	1	22	2	49	2	0	1	0	0	0	0	0	0	0	0	1	22.5
328	18	0	37	1	19	2	67	5	0	0	0	0	1	0	0	0	0	0	1	19.5
329	18	0	31	1	16	1	1	4	0	0	0	1	0	0	0	0	0	0	1	16.5
330	15	0	30	1	20	1	45	4	0	0	0	1	0	0	0	0	0	0	1	20.5
331	12	0	48	2	21	2	97	7	0	0	0	0	0	0	1	0	0	0	1	
332	16	0	25	2	22	1	67	3	0	0	1	0	0	0	0	0	0	0	1	22.5
333	15	0	25	2	22	1	65	3	0	0	1	0	0	0	0	0	0	0	1	22.5
334	12	1	23	2	22	2	97	2	0	1	0	0	0	0	0	0	0	0	1	22.5
424	15	0	23	2	22	2	98	2	0	1	0	0	0	0	0	0	0	0	1	22.5
425	12	0	48	2	21	2	103	7	0	0	0	0	0	0	1	0	0	0	1	21.5
426	16	1	37	1	17	1	14	5	0	0	0	0	1	0	0	0	0	0	1	17.5
427	8	1	47	1	22	1	14	7	0	0	0	0	0	0	1	0	0	0	1	22.5
428	15	1	25	1	17	2	14	3	0	0	1	0	0	0	0	0	0	0	1	17.5
429	8	1	43	1	18	2	98	6	0	0	0	0	0	1	0	0	0	0	1	22.5
430	19	1	33	1	18	1	13	4	0	0	0	1	0	0	0	0	0	0	1	18
431	18	0	31	1	17	2	97	4	0	0	0	1	0	0	0	0	0	0	1	17
432	12	0	25	1	16	2	2	3	0	0	1	0	0	0	0	0	0	0	1	16
433	12	0	23	1	19	1	67	2	0	1	0	0	0	0	0	0	0	0	1	19
434	16	0	18	1	10	1	2	1	1	0	0	0	0	0	0	0	0	0	1	10
435	15	0	25	1	16	2	5	3	0	0	1	0	0	0	0	0	0	0	1	
436	12	0	24	1	19	2	49	2	0	1	0	0	0	0	0	0	0	0	1	19
437	8	0	56	1	16	2	20	9	0	0	0	0	0	0	0	0	1	0	1	16
438	15	0	25	1	22	1	7	3	0	0	1	0	0	0	0	0	0	0	1	
439	12	0	19	2	18	1	45	1	1	0	0	0	0	0	0	0	0	0	1	18
440	8	0	42	2	15	1	49	6	0	0	0	0	0	1	0	0	0	0	1	23.7
441	15	0	40	2	15	2	101	6	0	0	0	0	0	1	0	0	0	0	1	28
442	12	0	21	2	22	1	18	2	0	1	0	0	0	0	0	0	0	0	1	22
443	8	0	61	2	8	2	3	10	0	0	0	0	0	0	0	0	0	1	1	25
444	12	0	28	2	15	1	67	3	0	0	1	0	0	0	0	0	0	0	1	28
445	15	1	26	1	19	2	45	3	0	0	1	0	0	0	0	0	0	0	1	
446	16	1	31	1	18	2	45	4	0	0	0	1	0	0	0	0	0	0	1	18
447	15	1	28	1	19	2	7	3	0	0	1	0	0	0	0	0	0	0	1	19
448	12	1	56	2	27	1	98	9	0	0	0	0	0	0	0	0	1	0	1	27
449	16	0	24	1	16	1	3	2	0	1	0	0	0	0	0	0	0	0	1	16
450	19	0	35	1	7	2	45	5	0	0	0	0	1	0	0	0	0	0	1	25
451	15	0	20	1	17	1	20	2	0	1	0	0	0	0	0	0	0	0	1	17
